SYMBOL,K_O,K12,K21,K22,K24,K25,K4,K7,T2D_D,T2D102,T2D106,T2D11,T2D3,T2D61,T2D66,T2D78
GKAP1,409.9996,180.9996,292.8685,375.00009,327.67819000000003,252.81056,107.76790000000001,311.5401,296.7344,203.0,181.92906,15.999986,286.99991,41.00004,431.8969,244.4159
GKN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GKN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GKN3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GLA,71.34013999999999,120.366318757,143.8326316,148.823151489,152.58279,125.11595,70.27096,108.837392,64.56311000000001,78.8717000677788,71.44573050000001,3.0,64.08936,3.03317,207.432923315,219.8658
GLB1,319.00028000000003,159.75863999999999,330.82724,365.99957700000004,302.99956,371.93922,225.86679999999998,439.2196685095,185.00037233019998,64.9999849,197.86606,22.0,185.00001999999998,32.99997,379.00035898,432.00012200000003
GLB1L,25.88498,16.15514,39.800830000000005,23.788703794,9.136265967,28.099738000000002,18.62199,23.32309,16.02856,4.01627,9.21064,0.0,7.038401,2.06343,11.223139999999999,32.642250000000004
GLB1L2,4.0,20.38289,73.07185,8.01769,21.00001,20.02598,27.016199999999998,10.165420000000001,11.069700000000001,3.0664,15.11083,0.0,11.0351,0.0,30.17536,18.21483
GLB1L3,50.74817,25.06123,92.70333,27.46105,28.58468,43.66287,22.81626,14.5510579006,46.626328,13.48729,26.742916,0.0,17.70444,3.0,63.570719999999994,47.22715
GLCCI1,394.18084,182.07209,409.22548,265.46484,224.0,313.17376,176.83237,220.87291,309.54627999999997,104.43482,183.03201,34.999939999999995,215.6181,39.00004,451.35166,336.80629
GLCCI1-DT,4.0,13.0,7.0,4.0,4.0,11.0,1.0,7.0,15.0,5.0,7.0,0.0,3.0,1.0,13.0,6.0
GLCE,207.2331,265.0,255.0,227.0004,244.0,239.74828,111.9376,206.0,190.0,107.0,157.0,22.999969999999998,157.00000622584,22.0,241.66153350000002,321.926
GLDC,5.84127,23.000173,33.44712,5.0961,5.9769900287568,20.035515,14.311326572,19.049120000000002,7.0,24.143545000000003,7.0000000117619,0.0,4.0,1.0,20.13816,16.30543548
GLDCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLDN,1.0,2.01495,4.35417,0.0,0.0,4.0146820000000005,2.0826,7.0,0.0,0.0,2.00178,3.0,1.0,0.0,8.241535,4.42861
GLE1,395.2014745285,227.35546,420.60409026658004,334.71819999999997,364.01214999999996,446.6749700898211,240.5816,431.27476965627,303.3644473514,120.734170055229,236.3850700661737,40.00001,291.9867,38.444784999999996,585.9829451759699,515.34784
GLG1,1802.79675030387,1014.251245405,2393.8931000000002,1825.865210040301,1686.9607,2037.9265590092,1158.393211417211,1728.07638,1576.4884251199999,597.82132418,1128.3528910764871,69.099694,1172.18982,179.7037,2534.78059,2681.64938
GLI1,21.000040000000002,12.0,38.0,15.999956999999998,31.0,15.0,7.0,27.99996403463,14.00005,11.000001000000001,13.0,0.0,12.000001,0.0,27.00002,10.000002
GLI2,0.0,1.04985,2.00375,1.00016,2.08989,3.03559,1.00386,5.000003134321,1.00444,0.0,1.27132,3.0786,1.0,1.02452,5.274,1.0015
GLI3,10.999998999999999,7.0000000125767,21.0000000285313,3.0000020000000003,2.999995,3.9999999999999996,5.0,9.0000000406712,14.0000000180092,0.0,6.0,0.0,3.0,0.0,9.000005,3.0
GLI4,31.0,14.99998,33.0,17.000000100709002,12.999996,26.468866000000002,24.99996,15.41824,13.0,6.0,29.0,0.0,21.95767,0.0,23.00001,29.000030000000002
GLIDR,38.322829999999996,18.813030061992798,38.155735615,26.4565,33.47548,39.076047700000004,15.9353,29.09703,39.56697,1.34119,28.24393,0.0,19.42377,7.04922,56.96761,39.5821944
GLIPR1,1551.1709999999998,786.8081999999999,1590.3050952,1522.5931999999998,1035.9781,1928.3674999999998,957.5727,1841.8554,1138.0871100000002,444.9086,950.8459,162.72122000000002,822.8353999999999,198.58601000000002,1777.7288,2278.1843
GLIPR1-AS1,19.0469,21.5204,71.4028,10.1295,20.0,28.0987,10.3475,21.0,28.0,25.6372,14.1257,0.0,10.0,5.0,24.1293,50.5094
GLIPR1L1,0.0,1.0,1.0,8.0,5.0,5.0,2.0,1.0,5.0,0.0,4.0,0.0,4.0,0.0,5.0,4.0
GLIPR1L2,18.1887,7.26773,20.01,18.848869999999998,4.61131,7.68261,1.37927,22.655720000000002,20.92304,12.4595,11.46295,0.0,1.28076,1.0,14.9369,3.83037
GLIPR2,676.0004799999999,290.00041999999996,649.9995299999999,630.0004,432.9996,655.0004600000001,324.00008,712.99996,408.0001,136.0003,258.9996,47.0,335.9996,61.99996,752.0002999999999,877.0
GLIS1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
GLIS2,1.0,2.72379,0.0,1.24944,0.0,4.43221,0.0,4.34914,0.0,0.0,1.14295,6.0,6.0,0.0,8.0,6.92475
GLIS2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLIS3,6.0,11.0,6.0,2.0,14.999962,20.000008,0.0,8.0,4.0,3.0,7.0,2.0,6.0,0.0,6.0000029999999995,15.0
GLIS3-AS1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
GLIS3-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLMN,94.00005,54.00004,84.00004,100.99995,43.999945000000004,111.99999,43.00005,43.999970000000005,74.9999600527739,21.000040000000002,48.99999,0.0,55.99998,12.0,126.87989,103.0000197
GLMP,69.4114,23.999961,29.54748,55.67777,27.22533,43.013417000000004,44.644459999999995,29.19740510742,28.147601319000003,25.14110406346,48.9999992772726,5.0,25.223613730000004,1.0,53.00645,43.3461850822
GLO1,214.0,90.0,202.0,318.0002,193.99972,268.99951,149.0,198.0,156.99970000000002,57.99996,101.00003,2.0,142.0,24.0,409.0005,438.99997
GLOD4,193.858830239824,143.093820104006,257.28447,307.2624800452585,226.64826,322.37690000000003,163.44629,298.32413,215.76662,98.06824,178.65327,8.0,137.452563,31.0000377419,413.32585,366.7082
GLOD5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GLP1R,5.04333,1.01484,0.0,1.01397,1.00929,4.05472,1.00513,8.04241,0.0,0.0,3.0181,0.0,3.07046,0.0,5.05695,4.03722
GLP2R,0.0,5.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
GLRA1,0.0,4.0,7.06829,2.04731,2.01396,0.0,0.0,1.0,5.0,2.0,3.07775,0.0,1.01853,0.0,2.05123,3.0
GLRA2,0.0,0.0,0.0,0.0,0.0,1.043292,0.0,3.0,0.0,0.0,2.03893334,0.0,1.0,0.0,0.0,1.023646
GLRA3,2.34112,18.5734,12.0334,5.27015,1.23081,6.00745,3.01683,14.0766,7.99594,2.12887,6.61305,3.0002,4.02539,6.06354,12.2871,15.413237
GLRA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GLRX,200.50195,145.40839,304.88557000000003,343.85759,344.36378,369.39502000000005,210.3167,329.853600436883,206.94133,54.28923,132.5979,15.0,170.13747999999998,34.00003,531.2035999999999,488.31426
GLRX2,203.05803,79.6869,88.68325,125.34624000000001,97.85220000000001,198.9585,84.143,194.9796,184.34413,20.212419999999998,131.22699,8.0,77.16538000000001,10.0,315.74842,233.07113999999999
GLRX3,238.1094,159.55744,276.1167,285.06089,257.40961,225.54612,115.00002,190.2365,205.5087515924,118.60866,128.49843,19.0,172.94758,14.999998999999999,351.96894000000003,289.09812999999997
GLRX3P2,0.0,0.0,0.0,2.03272,0.0,2.0,0.0,1.00793,4.03074,0.0,1.0151,0.0,0.0,0.0,0.0,0.0
GLRX5,2002.4897999999998,2155.1898,3159.0026399999997,3874.93246,3655.4116,2988.48929,1163.00402,1835.7711000000002,2298.0,3118.00234,1635.0030900000002,113.0,2742.25317,151.0,1356.99663099996,1571.18309
GLRX5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRX5P2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
GLRX5P3,6.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,12.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0
GLRXP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRXP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRXP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLS,1530.20661,902.71627,1742.5300300000001,1458.6198201500001,1132.50293,1764.3731625694,803.71779,1324.61825,1579.89401,507.91195000000005,960.30703,109.12286,954.78351,146.284440126097,2627.1858500171797,2444.6111200109763
GLS2,12.30073,7.10027,6.39876,12.24754,5.45098,8.25122,1.28391,1.0,2.0,2.3493,10.620207,3.0,4.0,0.0,9.096950999999999,10.10403169371
GLT1D1,100.0,83.0,123.0,179.99994,166.99999,133.00007,85.99993,92.0,67.99997,26.00001,69.00001,7.0,62.00001,6.0,349.99992,353.99980000000005
GLT6D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GLT8D1,128.99988,73.8250114765,138.00249399999998,153.89209,179.999921005,187.00587,120.00004,147.01172,110.00004,56.99991,80.00001315645,7.0,78.999989,18.99999,294.00002,253.08343
GLT8D2,1.0,6.0,2.0,2.0,3.0,9.0,7.0,2.0,2.0,0.0,4.0,3.0,2.0,2.000001,10.000002,13.999993
GLTC1,9.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0
GLTP,326.216,135.16077,465.7808,431.75732000000005,294.63266,334.25511,215.1161,347.21349,241.01657,85.03957000000001,152.349408,10.999958000000001,169.44634,42.59569,391.43328,434.1094
GLTPD2,6.0,8.3478,1.15309,6.32867,2.0,5.0,5.0,1.0,3.0,5.0,4.0,0.0,6.0,0.0,11.0,3.0
GLTPP1,1.02926,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03213
GLUD1,848.8092856896876,488.16248120996,1000.4042662703836,1124.781073898347,892.9921492737479,1089.8283241277354,568.71278,917.0665272,663.31952,275.9870101,517.62552706448,56.99996,573.28126,68.2327010972,1376.4165903,1460.41968188
GLUD1P2,0.0,0.0,0.0,0.0,1.0,1.00867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00554,3.01532
GLUD1P3,7.92532,7.25382,13.316980000000001,6.26863,27.0,8.08877,5.0,11.307879999999999,4.25902,9.46004,8.85781,0.0,4.24296,1.0,12.51046,16.66891
GLUD1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUD1P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUD2,6.37644,0.0,0.0,0.0,1.10783,1.11721,0.0,0.0,0.0,0.0,2.30362,0.0,0.0,0.0,1.12445,0.0
GLUL,6447.3147,4681.625614078,7770.8952,9404.37888,9921.659,8423.158696,3569.97177,8435.21035,6375.0044800000005,7368.765710000001,4114.2175,562.88335,7224.070400147932,427.52382666,4929.94683,6343.0034000000005
GLULP3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLULP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLULP5,4.0,9.0,7.0,9.0,6.0,11.0,6.0,8.0,2.0,9.0,4.0,0.0,1.0,0.0,7.0,26.0
GLULP6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
GLYAT,2.0,1.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0
GLYATL1,23.0,4.0,10.06987,7.0,10.0,13.000003,2.0,7.0,0.0,11.0,7.00001,0.0,8.0,0.0,20.0,8.0
GLYATL1B,13.0,1.0,0.0,4.49902,4.0,3.0,1.0,0.0,4.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0
GLYATL1P1,9.0,19.0,11.0,3.0,7.0,6.0,1.0,4.0,14.0,4.0,9.0,0.0,6.0,0.0,16.0,17.0
GLYATL1P2,0.0,0.0,0.0,0.0,1.28256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYATL1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYATL2,2.0,15.375838,5.60141,0.0,11.0,4.0,0.0,10.0,0.0,31.99995,0.0,0.0,3.0,0.0,1.06273,13.00002
GLYATL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
GLYCAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCTK,41.91472,42.0,56.16881,47.999930424279,56.00001999999999,70.10097,36.67973,49.58054,55.00002,42.00003,58.99992,12.0,40.00005,11.0,98.99995,81.99996
GLYCTK-AS1,14.0852875,6.0,10.831240000000001,4.0,4.0,8.89911,10.32037,5.4195,9.0,3.0,6.0,0.0,5.0,3.0,14.0,10.0
GLYR1,610.69854,437.44364160306003,608.2029,462.45506,445.06837999999993,535.38238,297.408123,643.8433338815,552.2440103299999,300.5415,288.415484,61.0048,305.52083492,69.62821000000001,660.331,659.7271499999999
GM2A,249.4212,197.8384,497.23807,567.75671,367.30686,536.2174100000001,219.45812,302.38743,243.03405,102.92169,201.68251,24.9607,249.63170000000002,36.0159,442.68537000000003,693.53397
GM2AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GM2AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMCL1,207.54626,134.0785,190.43017999999998,257.64704,146.23574,286.01074,131.63954999999999,288.494888,185.01896000000002,51.10481,134.93119000000002,10.0,136.4624000101881,35.025345,412.845,359.39531999999997
GMCL1P2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GMCL2,0.0,0.0,0.0,0.0,0.0,1.01316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMDS,70.99998,50.000052,61.999990000000004,49.99999502624,41.00002,63.99991,30.999970000000005,27.99997,57.999970000000005,30.99997,37.000021869600005,5.0,33.00003100000001,4.0,65.00004,66.000029248
GMDS-DT,248.433150218797,202.70751,410.9437942,206.110687,204.48783,272.48228,107.795259084,264.15714,287.84375,156.82311,246.278629,17.171852,133.79309,31.487255101,319.900037,271.88398
GMEB1,221.2087,139.9955,272.2074,174.58572,220.063,251.8272,125.77224000000001,201.33079999999998,164.28334,33.488350000000004,123.77826999999999,9.0,163.02530000000002,28.85689,270.91075,277.4788
GMEB2,95.0,48.00005,69.999997378,76.0,57.0,109.0,48.000007000000004,48.0,64.000044289,42.0,52.0,13.0,39.0,3.0,133.0,132.00029999999998
GMFB,432.00024,300.00038,462.99957,432.99989,235.00009,569.99952,235.00047,295.9997,274.99994,122.999967,266.99982,21.00001,201.00046,37.99999,775.99964,772.00021
GMFBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
GMFG,523.03447,317.14071,635.23118,672.6008300000001,533.46812,673.10493,329.42816,599.8877200000001,380.15529999999995,175.2844,325.87485,32.38759470702,315.99957,60.01621000000001,804.72328,897.4119900000001
GMIP,386.99964,321.9998,423.00030000000004,352.00007,321.99963,317.00017,243.00033,277.0002,273.0002,149.0,252.99986,25.000032,172.99999,41.0,966.0004,766.9996
GML,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GMNC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMNN,39.99999,22.00003,51.99993,49.99995,49.0,39.99992,17.0,29.00001,26.000049999999998,6.999999999999999,24.0,0.0,33.999970000000005,1.0,86.99994,60.000026
GMPPA,40.0000000454087,34.050034000000004,37.1239016742,41.99995,38.999994041599,47.0595311396,21.068736,41.11474,38.038962500000004,12.0,33.075367,0.0,22.0361319,4.00000051967,51.04499502772239,70.104640295026
GMPPB,133.04857061500002,112.07282000000001,144.1806200207144,126.45439999999999,72.38680000000001,168.34890000000001,95.922558019,173.93491600000002,79.12501,65.73088,115.3040796461405,11.44295,81.64563393425,15.519459099999999,241.32055,277.4013
GMPR,1026.99973,1394.0021000000002,1150.0377199999998,1612.00998,1388.00089,1369.0030100000001,731.0,1017.9956000000001,958.9995,2149.0,746.99974,25.0,1302.0048,96.0,332.99973,531.0004700000001
GMPR2,275.07301,140.082919,268.773098777485,311.84193,248.85394000000002,292.31577,144.09523000000002,311.32522,205.85607,81.542070577,180.43407000000002,12.0,152.987321,29.419,369.8316001,337.06563544
GMPS,882.3799,484.5389,802.0671,896.4331999999999,873.6637,797.649,358.1011,688.92,600.3329,360.22929999999997,392.66126,41.47054,611.4919,50.0,910.5342,657.5208
GMPSP1,0.0,0.0,0.0,1.07209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07874
GNA11,30.145220000000002,26.5055393,31.115139999999997,33.106155,22.369366,33.61477,14.00055,31.037434,10.06931,3.0,8.076906,3.999996,19.697403,4.0,37.43741,52.54647
GNA12,228.58038271,369.65502,799.86995,415.1975,670.20771,316.1155000368419,216.2278,258.8721000619354,399.90760579999994,401.36750002849914,246.3191,20.00002,338.33144,22.469659999999998,297.92078,359.0493
GNA13,1459.0049999999999,1223.0040000000001,1892.001,1713.798,1224.0,1752.0047,850.7705000000001,1094.0,1176.999,472.00019999999995,696.0,58.0,900.9998,126.99980000000001,2212.9993,2636.002
GNA13P1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNA14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
GNA14-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNA15,101.0,116.908,135.823645,146.955,138.99972,122.00002,75.0,92.0,41.0,37.99998,81.00003,5.0,65.9852,6.0,157.909,202.87004000000002
GNA15-DT,5.01318,12.1018,4.21259,7.05443,0.0,6.0,4.0,2.0,0.0,6.06112,2.0,0.0,1.01483,1.0,16.1986,14.2734
GNAI1,31.186500000000002,61.24464,68.73310000000001,49.9991300109754,39.66991,54.772180000000006,25.64852,45.14808,46.157969,37.086384,45.83243,7.11969,21.818080000000002,5.00122,95.98241,110.1075948767
GNAI2,1041.00146,828.0576,1893.3939800000003,1246.37949,1148.236357,1193.85373,826.130634,1065.25347,1042.0002100000002,405.31747,676.00024,60.99999,727.01428,105.99996,1223.19601,1412.8934510000001
GNAI2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAI2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAI3,701.553,358.292,792.542,915.775,712.817,819.385,442.827,796.647,626.727,223.972,478.229,30.0,437.782,74.4992,1496.13,1451.67
GNAL,41.9316,22.0121000809094,72.4155,61.33867,27.47158,57.0074,42.77633,72.33214,66.5137,17.0005,43.6536,0.0,44.085519999999995,4.744954000000001,71.41028,49.67185
GNAO1,26.99996,42.000004000000004,47.999935066,16.0,25.99999,20.000002,16.999999244999998,31.22607,25.0000058,32.000020000000006,22.0,9.0,30.9999816741397,7.999998,33.003583,17.517147
GNAO1-DT,68.70354999999999,77.49075,148.40821,70.79526,40.45216,120.24610200000001,36.53175,92.3597,73.45524,54.1499,64.0814200313163,8.0,49.121399999999994,5.66495,129.46027,104.57669
GNAQ,1136.999,990.5093999999999,1057.0003,1189.995,804.9997000000001,1360.9994000000002,521.9996,983.488,815.9999,507.9345,604.9998,35.00003,423.9997,65.8693,1426.002,1819.0022000000001
GNAQP1,0.0,1.04504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06556,0.0,0.0,0.0,1.13076,0.0,0.0
GNAS,7614.54638550816,5524.86537755103,7519.120532125447,6321.4937785,7346.2227486,4959.142382110838,3069.4599435299997,4203.193440093,5086.9159931,4567.12887685,3113.7415901669438,317.9995144778222,3853.1430966285,457.129794612639,5233.43330573,5107.7356238426
GNAS-AS1,13.961,0.0,0.0,1.0,0.0,3.05919,1.09636,6.01787,0.0,3.27861,3.3257,0.0,2.11055,3.28881,12.3415,8.901177
GNAT1,5.046328000000001,6.06059,24.0205,21.1543,11.0856,11.1537,12.1529,14.1592,5.218077,1.0,6.20749,0.0,9.0,3.0,22.6953,11.0884
GNAT2,28.0,3.0000039999999997,1.0,11.999997,32.0,19.0,5.0,27.0,5.0,1.0,12.78125,0.0,13.0,1.0,16.0,18.0
GNAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAZ,345.945,589.0,523.0,304.0,436.0,336.0,163.0,119.0,241.00018,264.0,113.0,39.0,178.0,20.0,254.0,422.99960999999996
GNB1,1639.00613,1142.06444,2085.99894,1742.06680113,1409.8559400000001,1636.1254593,907.07449,1468.0523,1346.030930128516,619.15492,880.30423,90.99988619,911.00099,155.0,1814.2397836,1994.0423572578004
GNB1-DT,0.0,5.0,3.0,0.0,1.19024,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
GNB1L,34.03711,20.496427,41.320029999999996,34.796099999999996,19.324840000000002,20.46792,17.006999999999998,31.58346,30.03198,3.0,23.957829999999998,0.0,16.99999,0.0,39.64634,27.25042
GNB2,443.195630809635,497.68574376000004,748.0441000000001,731.179196789,573.5712000830341,641.20854,411.75564,403.3273,334.98154999999997,267.03139096881,388.047192,23.0,384.530350682,50.04426,762.06728,764.68696
GNB3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
GNB4,507.66330000000005,261.39805653499,359.51314,605.47748,360.33258,591.8573299999999,280.34095,547.4198801503729,325.59447,106.90472104899999,348.66026000000005,45.85576367,226.747692,45.515654999999995,573.6256523,830.2719099999999
GNB5,232.89757,254.0159,241.5803,185.70192,249.52873,319.49690000000004,138.0679,166.39817,251.30628000000002,174.07981999999998,125.95675,24.52244,167.97292001189768,17.859582,290.49272,287.09564
GNE,162.57215557,101.32340402,181.77202,134.7981,160.0343,168.16131744,64.63568000000001,133.654123527,146.0032,51.376984848,98.97347,14.000041300000001,83.68521770999999,24.18113604,257.17017999999996,287.9759
GNG10,96.9725,58.1936,55.137,100.176,57.0529,149.562,65.7698,27.2042,37.4455,16.0,63.7017,19.0,54.6357,2.0,173.847,204.854
GNG10P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG11,494.0,1355.0,1186.0,636.0,1016.0,987.0,373.0,355.0,750.0,685.0,373.0,71.0,382.0,39.0,862.0,1498.0
GNG12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
GNG12-AS1,20.0,14.000035,47.0,15.0,23.0,21.0,9.0,10.0,4.0,1.0,8.0,0.0,13.0,1.0,20.0,20.0
GNG13,0.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
GNG14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG2,723.0000615,412.99978,1213.0002,714.99956,534.47225,675.0003899999999,480.99981018806994,517.00037,901.9996223160999,206.00005000000002,420.000369,26.999978000000002,400.00033,77.0,866.69726,819.49504
GNG3,3.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
GNG4,11.996400021028,9.3574600266634,11.764600043039,9.11156,5.4301100147956,10.58367,6.6156191,8.5907300963364,5.497490012338,3.8691240000000002,9.146446238008,0.0,3.2376200248579003,1.0,8.4503,10.2204000572915
GNG5,387.61379999999997,293.47900000000004,428.73628,325.9452,189.79579999999999,392.1989,191.8906,265.97718,268.2212,96.29375,192.13828,36.000020000000006,141.25675999999999,45.41787,458.8686,658.7596000000001
GNG5B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5P1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5P3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5P5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG7,59.956759999999996,41.1015,27.2042,62.75323,23.1283,62.46136,10.2842,16.54834,23.6442,24.0511,17.0898,0.0,32.0412,7.31079,68.0171,87.3336
GNG8,12.0,9.0,0.0,8.0,5.0000000451605,1.0,0.0,17.0,0.0,3.0,9.0,0.0,5.0,0.0,3.0,3.0
GNGT1,4.0549,1.00113,0.0,3.00796,8.31098,0.0,1.33751,4.18109,1.0125,1.00845,0.0,4.015585,2.03625,1.0,1.04913,3.052656
GNGT2,29.99999,18.999969999999998,56.00002,33.00001,32.00002,26.99996,23.0,27.00002,38.0,7.0,15.0,0.0,9.60763,3.0,37.00002,27.999959999999998
GNL1,181.0002,165.99997,318.00002,235.00028999999998,172.00002,240.99998,129.99991,189.99983,178.99987,101.00003000000001,124.00007000000001,7.0,148.99994,20.000030000000002,405.0001,378.9999
