,case_sample_1,case_sample_2,case_sample_3,case_sample_4,case_sample_5,case_sample_6,case_sample_7,case_sample_8,case_sample_9,case_sample_10,case_sample_11,case_sample_12,case_sample_13,case_sample_14,case_sample_15,case_sample_16,case_sample_17,case_sample_18,case_sample_19,case_sample_20,case_sample_21,case_sample_22,case_sample_23,case_sample_24,case_sample_25,control_sample_1,control_sample_2,control_sample_3,control_sample_4,control_sample_5,control_sample_6,control_sample_7,control_sample_8,control_sample_9,control_sample_10,control_sample_11,control_sample_12,control_sample_13,control_sample_14,control_sample_15,control_sample_16,control_sample_17,control_sample_18,control_sample_19,control_sample_20,control_sample_21,control_sample_22,control_sample_23,control_sample_24,control_sample_25,control_sample_26,control_sample_27,control_sample_28,control_sample_29,control_sample_30,control_sample_31,control_sample_32,control_sample_33
WBP2NL,6.72782452617772,4.3864895774181,20.0468614572861,8.42314454806114,13.4017740003101,12.6965460034125,5.17987106385649,1.0,7.80437007174828,7.86602777559809,5.26923956740698,9.57745651043873,28.3218869774598,10.3196744455493,3.53986105097385,6.56345764250079,11.2417378510343,25.2510088127339,11.1229779684946,3.17178911610697,5.90266122305417,7.2651612132523,17.2439831642635,6.49184620190654,11.2843697697086,6.31553983663667,6.55833646784936,4.6081579452656,8.83724822684911,5.45397624497512,6.77290597809827,4.72985496622711,11.5094884616102,5.63671417906028,15.2866991772844,11.2431490755966,23.9923671057713,7.12074379204611,9.21930506726656,8.09761909288994,11.609299958401,5.05200130751747,16.6070424176987,2.62372055137835,7.58338551749011,5.6498184649291,8.45426828130937,8.13237046049837,11.1896276048535,4.52018435269046,2.6810558170792,4.81970423244509,16.7786786374835,4.78355794417756,12.8338259634396,2.70425379211118,4.18565283312317,1.0
NAGA,265.076286331402,223.710968448323,299.901047401,233.441434617695,194.325723004497,223.309838530608,408.562330161681,322.905340267257,163.334316501589,340.486630858031,302.981275125901,224.538147078063,354.023587218248,257.131888268271,289.383640917112,406.934373835049,326.010397679993,147.898765903156,223.201091234459,353.125854926576,262.246805767121,193.737632353395,186.05350256179,224.780174741014,241.203403827521,228.938319078079,186.912589333707,334.420605170704,261.189780926874,365.416408413333,314.94012798157,306.089185671554,201.416048078179,243.506052535404,309.903083321311,321.727035086301,176.343898227419,278.804506934729,312.688096864791,279.367858704703,279.590640664824,386.117242788835,210.355870624183,264.995775689213,395.852724012984,222.602847518206,313.336318176029,160.614316594843,233.522663057812,325.453273393713,322.620383321864,376.900870977206,208.335259748753,304.234285249693,245.193622354135,278.538140587452,283.787262085751,200.790011632997
FAM109B,20.1834735785332,19.7392030983815,38.4899739979893,26.4727400081922,21.219475500491,23.8993807123059,19.4245164894619,23.0646671619469,20.6258351896205,28.0929563414217,26.3461978370349,19.1549130208775,42.4828304661897,20.6393488910987,25.6639926195604,17.5025537133354,33.7252135531028,34.2692262458531,17.0552328850251,30.6606281223674,30.35654343285,24.2172040441743,23.5970295932027,30.0247886838177,21.1581933182036,22.6306844146147,16.3958411696234,28.9655642273838,20.6202458626479,26.1790859758806,22.8585576760817,22.9735812645317,24.1699257693815,18.6011567908989,22.2351988033227,12.1080066967963,25.1919854610599,16.9802351964177,25.353088934983,22.9432540965215,23.218599916802,29.5902933726023,33.2140848353973,29.7354995822879,37.1585890357016,19.7743646272518,31.7035060549101,15.2481946134344,20.4332330175585,11.3004608817262,19.6610759919142,26.9903437016925,26.5662411760155,26.7879244873944,16.2111485853973,22.9861572329451,17.5797418991173,16.9681699971547
SMDT1,104.954062608372,84.4399243652984,87.4043159537675,92.6545900286726,94.9292325021966,111.281491441674,90.6477436174886,92.2586686477876,189.534701742458,105.629515843746,110.654030915547,62.7855482350983,127.448491398569,107.496608807806,85.8416304861158,95.8264815805116,73.0712960317227,64.9311655184586,74.8947183211971,67.6648344769488,82.6372571227584,94.4470957722799,68.975932657054,111.172866207649,98.7382354849499,202.097274772374,49.1875235088702,65.1725195116135,76.5894846326923,76.3556674296517,49.9501815884747,101.354034990581,56.3964934618902,67.6405701487234,55.5879970083068,58.810318241582,81.5740481596225,99.1426635661805,122.924067563554,68.8297622895645,99.6464913096085,51.9634420201797,60.8924888648951,48.1015434419363,56.1170528294268,86.4422225134152,123.64367361415,78.2740656822968,75.8948654937888,71.1929035548748,88.4748419636137,70.3676817936983,109.061411143643,63.1429648631438,56.0635555244991,112.226532372614,110.919800077764,107.465076648646
NDUFA6,134.556490523554,101.985882674971,83.3949436623103,196.138937333424,118.382337002739,132.193449564942,74.4606465429371,46.1293343238938,333.915548069801,77.536559502324,144.025881509124,133.020229311649,56.6437739549197,130.715876310291,82.301769435142,178.088484033188,134.900854212411,110.022252684055,98.6237379873189,160.703981882753,106.247902014975,146.514084467255,133.413975007723,120.099154735271,148.107353227425,321.039941695698,304.962645754995,71.0972940126693,73.6437352237426,94.8991866625671,107.51988240231,68.2450502269911,103.585396154492,139.790511640695,83.3819955124602,93.4046230895713,89.9713766466425,105.715657835762,119.850965874465,147.106746854167,87.0697496880074,91.6577380078169,117.633217125366,95.3285133667466,86.4505948993873,178.534263491759,490.875952083525,151.465399826782,102.166165087793,67.8027652903569,210.016039004538,123.384428350594,137.025875539448,108.108409538413,88.4858526952938,98.7052634120582,76.597446846154,175.337756637265
NDUFA6-AS1,16.1467788628265,12.0628463378998,8.01874458291445,12.0330636400873,7.8177015001809,8.96226776711471,14.2446454256054,1.0,8.36182507687316,16.855773804853,11.4166857293818,6.38497100695915,14.1609434887299,5.15983722277466,23.00909683133,9.62640454233449,1.0,7.2145739464954,14.8306372913262,12.6871564644279,14.3350343988458,9.68688161766973,8.16820255149323,9.7377693028598,12.6949159909221,9.47330975495501,13.1166729356987,13.1661655579017,11.7829976357988,9.81715724095521,3.38645298904913,13.5138713320774,10.3585396154492,13.5281140297447,4.16909977562301,5.18914572719841,9.59694684230853,8.76399235944137,13.0606821786276,17.5448413679282,18.3813916008016,12.2691460325424,5.53568080589955,8.74573517126115,18.2001252419763,18.0794190877731,11.0962271192186,6.09927784537378,8.27059431663083,11.3004608817262,8.93685272359735,5.78364507893411,12.5840089781126,9.56711588835513,12.8338259634396,9.46488827238914,19.2540030323666,14.1401416642956
CYP2D7,9.41895433664881,4.3864895774181,20.0468614572861,15.6429827321135,15.6354030003618,16.4308242397103,14.8921293085874,11.5323335809735,4.45964004099902,14.6083372975393,4.39103297283915,4.25664733797277,14.1609434887299,7.739755834162,10.6195831529215,12.6893514421682,5.62086892551713,9.01821743311925,5.93225491653046,3.17178911610697,10.11884781095,7.2651612132523,15.4288270417094,2.43444232571495,11.2843697697086,6.31553983663667,3.27916823392468,6.58308277895086,5.89149881789941,4.36318099598009,3.38645298904913,14.8652584652852,8.05664192312717,9.58241410440248,5.55879970083068,4.32428810599867,22.7927487504828,14.2414875840922,13.8289576008998,9.44722227503827,33.8604582120029,12.9908605050449,6.91960100737444,8.74573517126115,19.7168023454743,3.95487292545037,5.28391767581836,6.09927784537378,4.86505548037107,7.91032261720831,3.57474108943894,10.6033493113792,15.3804554176932,3.82684635534205,12.158361439048,5.40850758422237,12.1383932160572,11.3121133314364
TCF20,557.063870767515,654.683569429651,676.782042797979,566.757297448114,542.771847012559,504.874417547462,718.707110110088,1072.50702303053,306.042797813558,789.973932320779,551.513741388597,608.700569330106,608.920570015386,472.985078754344,725.671515449639,609.526433066907,511.499072222059,578.969559206256,539.835197404272,562.463936589637,704.103160178605,409.270748346546,574.496912788357,510.421407624901,513.43882452174,338.933971232835,445.966879813756,703.073240791952,638.245705272436,841.003136975163,510.507788099157,717.586567733312,513.323185387817,507.867947533332,629.534066119075,802.587872473354,539.828259879855,635.389446059499,579.279668393249,600.573416056004,887.144005154475,723.879615920003,575.710803813554,819.47538554717,721.17996271331,488.144315369874,359.306401955648,382.221411643423,608.618440594421,948.108667976824,500.463752521451,614.030319213504,409.679403398555,571.156818534801,747.063763977061,396.173180544288,701.096849548131,469.452703254612
OGFRP1,10.0917367892666,3.28986718306358,5.61312120804011,8.42314454806114,8.93451600020674,8.96226776711471,8.4172904787668,1.0,8.91928008199803,6.74230952194122,6.14744616197481,2.12832366898638,1.0,2.57991861138733,11.504548415665,5.25076611400063,11.2417378510343,5.41093045987155,8.89838237479569,5.28631519351162,5.059423905475,4.23801070773051,5.44546836766215,8.92628852762149,11.2843697697086,3.68406490470473,13.1166729356987,3.94984966737052,5.89149881789941,6.54477149397014,5.92629273083599,4.72985496622711,3.45284653848307,3.9456999253422,8.33819955124602,1.0,8.39732848701997,3.8342466572556,7.68275422272214,1.34960318214832,17.4139499376015,3.60857236251248,1.38392020147489,3.49829406850446,5.30836986224308,4.51985477194328,2.11356707032734,4.06618523024919,3.89204438429686,4.52018435269046,4.46842636179867,2.89182253946705,8.38933931874173,2.87013476650654,4.72825167074089,10.8170151684447,5.0227833997478,8.48408499857733
LINC01315,2.01834735785332,1.0,2.40562337487433,1.0,1.11681450002584,1.49371129451912,1.29496776596412,1.0,1.0,1.0,1.75641318913566,1.0,1.0,1.0,1.0,1.0,1.0,1.80364348662385,1.48306372913262,1.0,1.0,1.21086020220872,5.44546836766215,1.62296155047663,1.41054622121357,1.0,1.0,1.0,1.0,1.0,1.0,2.02708069981162,1.15094884616102,1.69101425371809,4.16909977562301,1.72971524239947,3.5988550658657,1.0,1.0,1.0,1.0,1.0,2.76784040294978,1.0,1.0,1.0,1.05678353516367,2.03309261512459,1.0,1.13004608817262,1.0,1.0,1.39822321979029,1.0,1.0,2.70425379211118,1.25569584993695,1.0
NFAM1,756.207476742376,355.305655770866,943.80623740903,693.104465669031,641.051523014833,840.212603167004,540.649042290021,1026.37768870664,321.094082951929,741.654047413534,452.276396202432,439.498837645688,1090.3926486322,454.925648474633,290.268606179856,704.040223118918,567.70776147723,322.852184105669,622.886766235698,741.14139013033,255.500907226488,734.386712639586,543.639258704938,496.62623444585,730.66294258863,428.404118918521,521.387749194024,484.514892530783,358.399511422214,573.758300971382,398.754839460536,708.126857800858,479.945668849147,231.668952759378,514.188972326838,595.022043385417,605.807269420726,1243.93916551821,466.343181319234,395.433732369459,1158.0276708505,1134.53515077392,640.755053282873,369.070024227221,643.829430434911,280.795977706976,137.910251338859,395.436513641733,288.011284437968,540.16203014651,455.779488903465,475.222837319086,630.59867212542,523.321239093025,390.418495098319,878.882482436135,530.322213956706,551.465524907527
SERHL,1.34556490523554,1.0,1.0,3.6099190920262,1.0,1.0,1.94245164894618,1.0,2.78727502562439,1.0,1.0,1.06416183449319,1.0,1.71994574092489,1.76993052548692,1.0,5.62086892551713,1.80364348662385,1.0,1.05726303870232,1.0,1.0,2.72273418383108,1.0,1.41054622121357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5988550658657,1.0,1.53655084454443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.45951664411132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5113916998739,1.0
RRP7A,160.12222372303,231.387325208805,204.477986864318,155.226520957127,184.274392504264,155.345974629988,191.65522936269,184.517337295575,138.24884127097,176.423765824128,186.17979804838,161.752598842965,155.770378376029,165.974763999252,325.667216689594,129.956461321516,207.972150244134,155.113339849651,150.53096850696,174.448401385884,184.668972549838,156.806396186029,138.859443375385,177.714289777191,141.054622121357,164.73033073894,209.866766971179,187.6178592001,134.522556342036,195.252349570109,314.94012798157,180.410182283234,219.831229616756,254.779480893525,168.153690950128,133.188073664759,153.551149476937,211.979065193988,194.37368183487,182.196429590024,190.586007650416,212.905769388236,91.3387332973427,208.148497076015,308.643790561848,198.873609965504,182.823551583315,118.935917984789,212.116418944179,177.417235843101,196.610759919142,166.7617664426,132.831205880077,357.810134224482,203.99028636625,221.748810953117,142.312196326188,316.73917328022
SERHL2,19.5106911259154,6.57973436612715,23.2543592904519,10.8297572760786,24.5699190005685,18.671391181489,15.5396131915695,46.1293343238938,16.1661951486214,8.98974602925495,14.0513055130853,7.44913284145234,14.1609434887299,12.0396201864742,15.9293747293823,6.56345764250079,11.2417378510343,14.4291478929908,13.3475735621935,9.51536734832092,6.74589854063334,12.1086020220872,11.7985147966013,9.7377693028598,11.2843697697086,16.3151445779781,1.0,13.1661655579017,7.85533175719921,5.45397624497512,18.6254914397702,12.1624841988697,13.8113861539323,20.292171044617,13.8969992520767,9.51343383319708,11.9961835528857,10.9549904493017,13.0606821786276,1.34960318214832,26.1209249064022,10.8257170875374,13.8392020147489,13.9931762740178,12.1334168279842,16.9494553947873,14.7949694922914,5.08273153781148,15.5681775371874,3.39013826451785,8.04316745123761,6.74758592542312,20.9733482968543,11.4805390660262,11.4828969146564,10.8170151684447,7.95274038293402,16.9681699971547
RRP7BP,51.1314663989507,40.5750285911174,40.8955973728637,39.7091100122882,35.738064000827,47.0519057773522,47.9138073406726,57.6616679048673,46.2687654253648,42.701293638961,38.6410901609845,29.7965313658094,28.3218869774598,57.6181823209837,50.4430199763773,36.7553627980044,67.4504271062055,34.2692262458531,32.6274020409175,21.1452607740465,49.7510017371709,27.8497846508005,30.8576540834189,25.9673848076261,38.0847479727664,39.4721239789792,29.5125141053221,32.2571056168592,37.3128258466962,23.9974954778905,24.5517841706062,41.2173075628362,56.3964934618902,61.4401845517571,31.9630982797764,31.1348743631904,57.5816810538512,22.4577304210685,46.0965253363328,29.6912700072631,62.8837081080053,31.7554367901098,30.4462444324475,34.1083671679185,37.1585890357016,55.9332028027981,56.5379191312564,33.5460281495558,43.7854993233397,46.3318896150772,40.2158372561881,30.8461070876486,33.5573572749669,30.6147708427364,27.6940455000538,39.2116799856122,34.32235323161,31.1083116614502
POLDIP3,318.898882540824,417.813132249074,361.645380689442,340.535701014472,272.502738006305,341.313030797618,376.83561989556,403.631675334071,235.803467167823,350.600095140943,334.596712530343,361.815023727685,424.828304661897,286.370965863994,430.093117693323,325.109935225206,415.944300488267,322.852184105669,338.138530242236,509.600784654521,381.143267545784,300.293330147762,280.441620934601,309.174175365799,314.551807330626,282.620407689491,311.520982222844,481.881659419203,424.187914888757,393.777084887204,452.091474038059,385.145332964207,348.73750038679,356.24033611661,365.491080329617,455.77996637226,295.106115400987,377.947170500909,340.346012066591,462.913891476875,480.818506610441,513.860704421777,379.19413520412,457.401949456958,470.928240636136,371.758054992335,303.825266359556,179.928696438526,392.609977265946,387.605808243207,380.709926025247,472.331014779619,339.76824240904,377.901077590028,385.014778903187,327.214708845453,355.361925532157,424.204249928867
RNU12,1.34556490523554,3.28986718306358,1.0,6.01653182004367,2.23362900005168,2.24056694177868,1.29496776596412,1.0,5.57455005124877,4.49487301462748,7.02565275654264,5.32080917246596,1.0,4.29986435231222,2.65489578823039,7.87614917100095,22.4834757020685,5.41093045987155,1.48306372913262,1.05726303870232,1.0,3.02715050552179,1.81515612255405,4.05740387619158,4.23163866364071,2.10517994554556,9.83750470177403,5.26646622316069,1.0,1.0,1.0,4.72985496622711,5.75474423080512,1.12734283581206,2.77939985041534,1.72971524239947,2.39923671057713,2.19099808986034,3.07310168908885,1.0,1.0,1.44342894500499,4.15176060442467,1.0,2.27501565524703,3.95487292545037,6.34070121098203,2.03309261512459,1.0,1.0,1.78737054471947,2.89182253946705,9.78756253853202,1.0,1.0,1.35212689605559,1.0,2.82802833285911
CYB5R3,89.4800661981637,75.6669452104622,137.922406826129,54.1487863803931,153.00358650354,154.599118982729,75.7556143089012,196.049670876549,43.4814903997404,83.1551507706083,74.6475605382655,43.6306352142209,269.057926285868,73.0976939893077,25.6639926195604,85.7625131953437,89.933902808274,99.2003917643117,60.8056128944372,34.8896802771767,43.8483405141167,86.5765044579232,186.05350256179,92.5088083771681,121.306975024367,53.6820886114117,75.4208693802676,55.9562036210823,70.6979858147929,44.722605208796,65.1892200391958,75.0019858930298,64.4531353850174,32.1292708206436,62.5364966343452,77.8371859079761,127.159545660588,107.906655925622,66.8399617376826,66.1305559252679,184.781357671216,129.908605050449,98.2583343047171,43.7286758563058,94.0339804168774,41.2436747939824,36.9874237307285,25.4136576890574,55.4616324762302,36.1614748215237,70.601136516419,91.5743804164567,75.5040538686756,57.4026953301308,64.8445943415894,151.438212358226,128.080976693569,67.8726799886187
ATP5L2,2.69112981047109,2.19324478870905,4.81124674974867,7.21983818405241,4.46725800010337,4.48113388355735,4.53238718087443,1.0,4.45964004099902,1.12371825365687,1.0,5.32080917246596,1.0,4.29986435231222,1.0,3.0629468998337,5.62086892551713,7.2145739464954,3.70765932283154,3.17178911610697,2.5297119527375,1.81629030331307,2.72273418383108,4.8688846514299,4.23163866364071,2.63147493193195,6.55833646784936,2.63323311158034,1.9638329392998,3.27238574698507,2.53983974178685,1.35138713320774,11.5094884616102,3.9456999253422,4.16909977562301,5.18914572719841,5.99809177644283,2.73874761232543,3.84137711136107,1.34960318214832,1.0,2.16514341750749,1.38392020147489,2.62372055137835,3.79169275874506,3.38989107895746,5.28391767581836,4.06618523024919,3.40553883625975,4.52018435269046,2.6810558170792,1.92788169297804,4.19466965937087,1.91342317767103,2.70185809756622,5.40850758422237,2.09282641656158,11.3121133314364
A4GALT,2.01834735785332,3.28986718306358,8.01874458291445,1.0,33.5044350007753,11.9496903561529,1.0,1.0,1.0,1.0,3.51282637827132,1.0,1.0,2.57991861138733,1.0,2.18781921416693,1.0,12.6255044063669,2.22459559369892,2.11452607740465,1.0,1.0,7.26062449021621,1.0,9.87382354849499,1.0,9.83750470177403,1.0,1.0,1.09079524899502,1.0,1.0,4.6037953846441,1.0,5.55879970083068,2.5945728635992,13.1958019081742,1.0,1.0,4.04880954644497,1.0,2.16514341750749,9.68744141032422,1.0,3.79169275874506,1.0,1.58517530274551,1.0,1.0,2.26009217634523,1.0,1.0,6.99111609895144,3.82684635534205,1.35092904878311,17.5776496487227,1.0,5.65605666571822
ARFGAP3,357.920264792655,341.049564644257,399.333480229139,500.575447427634,414.338179509587,401.061482578383,356.763619523116,426.696342496018,404.154878715536,405.66228957013,361.821116961946,609.764731164599,297.379813263328,362.048578464689,418.588569277658,395.995277764214,393.460824786199,378.765132191008,384.113505845347,645.987716647121,414.87276024895,529.145908365209,362.123646449533,400.06002219249,399.18458060344,383.142750089291,557.458599767195,420.65898957496,341.706931438166,515.946152774646,458.864380016158,447.984834658367,524.832673849427,373.150478653791,440.534876290832,556.103450431429,356.286651520704,451.893356033696,368.00392726839,439.970637380354,324.092957172027,536.955567541856,512.050474545709,451.279934837075,387.510999943745,455.940350119778,519.937499300526,569.265932234886,378.014810824832,551.462491028236,514.762716879207,596.679383976702,426.458082036038,456.35142787454,439.727405378903,452.962510178623,419.820979162254,316.73917328022
PACSIN2,795.228858994207,800.534347878803,960.645601033151,1086.58564669989,1102.29591152551,844.693737050561,852.088790004393,1072.50702303053,568.604105227375,1133.83171793978,645.481847007355,1236.55605168109,722.208117925226,652.719408680995,950.452692186478,1082.5329471698,933.064241635843,788.192203654622,776.383862200924,1527.74509092486,705.789634813763,1287.74982504897,684.313858202877,943.752141602163,764.516051897755,682.078302356761,1009.9838160488,1105.29959858585,796.33425688607,1521.65937234806,861.852285713005,1183.13943512338,1220.00577693069,636.385030815906,1004.75304592515,1277.39470651201,1144.43591094529,1129.45951532301,951.893248195273,1022.99921206843,1253.80439550731,1562.5118329679,1735.43593264951,1092.34232289052,1193.62488045294,838.998042041971,502.500570970326,857.965083582578,783.273932339743,1700.71936269979,998.246449225823,1265.65433144008,941.004226918864,1109.78544304919,1212.45882128284,1426.49387533865,1112.96508832745,1060.51062482217
LOC100506679,4.03669471570663,1.0,8.01874458291445,2.40661272801747,3.35044350007753,3.7342782362978,1.29496776596412,11.5323335809735,1.11491001024975,1.0,3.51282637827132,2.12832366898638,1.0,1.71994574092489,1.76993052548692,1.0,1.0,1.80364348662385,2.96612745826523,1.0,1.0,2.42172040441743,4.53789030638513,2.43444232571495,5.64218488485428,1.57888495915917,3.27916823392468,1.97492483368526,1.9638329392998,1.0,1.69322649452457,1.35138713320774,3.45284653848307,1.12734283581206,2.77939985041534,1.72971524239947,5.99809177644283,1.09549904493017,1.53655084454443,4.04880954644497,1.0,2.88685789000998,2.76784040294978,6.12201461988281,3.03335420699605,3.38989107895746,1.58517530274551,1.0165463075623,1.0,2.26009217634523,3.57474108943894,1.0,4.19466965937087,3.82684635534205,3.37732262195778,1.35212689605559,2.5113916998739,1.0
TTLL1,16.8195613154443,19.7392030983815,28.0656060402006,21.6595145521572,25.6867335005944,13.4434016506721,21.366968138408,46.1293343238938,18.3960151691209,19.1032103121668,23.7115780533314,19.1549130208775,14.1609434887299,25.7991861138733,30.9737841960212,23.1908836701695,28.1043446275856,34.2692262458531,14.8306372913262,23.2597868514511,23.6106448922167,23.0063438419656,29.9500760221418,16.2296155047663,12.6949159909221,23.6832743873875,22.9541776374727,25.6740228379084,17.6744964536982,19.6343144819104,19.4721046870325,19.5951134315123,20.7170792308984,23.6741995520532,37.5218979806071,25.0808710147923,25.1919854610599,20.2667323312082,28.4261906240719,21.5936509143732,8.70697496880074,23.0948631200799,24.910563626548,29.7354995822879,28.0585264147134,29.3790560176313,29.5899389845828,18.2978335361213,25.2982884979296,28.2511522043154,32.1726698049504,13.4951718508462,27.9644643958058,15.3073854213682,25.6676519268791,21.6340303368895,23.8582211488021,25.452254995732
BIK,9.41895433664881,14.2560911266088,13.6318657909546,18.049595460131,10.0513305002326,14.1902572979316,6.47483882982062,23.0646671619469,11.7065551076224,13.4846190438824,7.90385935111047,7.44913284145234,14.1609434887299,7.739755834162,7.96468736469116,10.0639683851679,16.8626067765514,9.01821743311925,13.3475735621935,17.9734716579395,9.27561049337084,13.9248923254002,20.8742954093716,9.7377693028598,16.9265546545628,10.5258997277278,9.83750470177403,7.89969933474103,6.87341528754931,6.54477149397014,10.1593589671474,12.8381777654736,9.2075907692882,10.7097569402145,15.2866991772844,4.32428810599867,19.1938936846171,7.12074379204611,11.5241313340832,10.7968254571866,10.6418582952009,7.21714472502495,16.6070424176987,6.99658813700892,5.30836986224308,15.2545098553086,10.0394435840549,12.1985556907476,7.78408876859372,9.04036870538092,15.1926496301155,7.71152677191214,25.1680179562252,13.3939622436972,2.02639357317467,20.2819034408339,12.9755237826818,11.3121133314364
MCAT,27.5840805573287,37.2851614080539,24.8581082070348,21.6595145521572,23.4531045005427,26.8868033013441,34.3166457980493,11.5323335809735,21.7407451998702,42.701293638961,26.3461978370349,24.4757221933434,28.3218869774598,24.0792403729484,19.4692357803562,20.5655006131691,28.1043446275856,21.6437218394862,24.4705515306882,27.4888390062604,19.3944583043208,27.2443545496961,24.5046076544797,32.4592310095327,25.3898319818443,27.3673392920922,29.5125141053221,21.7241731705378,26.5117446805473,29.4514717228656,22.0119444288194,25.0006619643433,29.9246700001866,28.1835708953014,29.1836984293611,22.4862981511931,33.5893139480799,17.5279847188827,39.9503219581551,28.3416668251148,33.8604582120029,25.2600065375873,29.0623242309727,28.8609260651618,25.0251722077174,33.3339289430817,31.7035060549101,17.281287228559,19.9467274695214,24.8610139397975,22.3421318089934,20.2427577762694,43.344919813499,38.2684635534205,20.9394002561382,28.3946648171674,23.0210905821774,22.6242266628729
TSPO,500.550144747623,641.524100697397,493.95466630753,740.033413865372,431.090397009975,414.504884229055,491.440267183385,369.034674591151,415.303978818033,659.622614896582,573.468906252793,624.662996847504,552.276796060467,406.767167728736,553.988254477407,683.912286348582,730.712960317227,308.423036212678,448.626778062616,875.413796045525,365.964995829359,850.023861950519,407.502549513385,541.257677083957,428.806051248925,441.561493578181,809.954553779395,468.057185583406,417.314499601208,598.846591698268,650.198973897434,652.719985339341,562.813985772741,419.371534922085,322.41038264818,389.185929539881,425.864516127441,471.612338842439,631.52239710776,530.394050584291,520.483614801644,680.576747569853,574.326883612079,574.594800751858,777.297015542737,659.333814857226,561.680448939491,223.640187663705,377.528305276795,588.754011937933,671.157639542161,726.811398252719,599.837761290034,448.697735163855,249.246409500484,850.487817618967,486.372859208912,701.351026549059
TTLL12,63.2415505460706,59.2176092951444,58.5368354552755,36.099190920262,62.5416120014472,41.0770605992757,83.525420904686,115.323335809735,37.3494853433668,66.2993769657553,72.012940754562,43.6306352142209,28.3218869774598,44.7185892640471,56.6377768155816,64.7594487393411,33.7252135531028,36.072869732477,41.5257844157132,49.6913628190093,37.9456792910625,55.699569301601,57.1774178604526,53.5577311657289,50.7796639636885,42.1035989109111,59.0250282106442,56.6145118989774,47.1319905431952,67.6293054376915,57.5697008138353,66.8936630937834,48.339851538763,48.4757419399184,51.4188972326838,51.0265996507843,62.3801544750055,64.086694128415,67.6082371599548,58.0329368323779,84.1674246984071,65.6760169977271,41.5176060442467,61.2201461988281,63.700438346917,52.5433117238406,33.8170731252375,25.4136576890574,44.7585104194139,53.1121661441129,26.810558170792,47.2331014779619,72.707607429095,44.0087330864336,47.9579812318005,60.8457103225016,67.389010613283,79.1847933200551
SCUBE1,7.4006069787955,2.19324478870905,9.62249349949734,3.6099190920262,16.7522175003876,15.6839685924507,3.23741941491031,11.5323335809735,1.0,5.61859126828435,6.14744616197481,1.0,1.0,3.43989148184978,1.76993052548692,1.0,1.0,21.6437218394862,2.96612745826523,1.0,1.0,4.23801070773051,18.1515612255405,1.0,11.2843697697086,2.63147493193195,1.0,1.0,1.0,1.0,1.0,1.35138713320774,6.90569307696615,2.25468567162411,19.4557989529074,1.0,29.9904588822142,1.0,2.30482626681664,5.3984127285933,3.86976665280033,2.88685789000998,6.91960100737444,3.49829406850446,1.0,1.12996369298582,1.58517530274551,2.03309261512459,1.45951664411132,1.13004608817262,1.0,1.0,25.1680179562252,1.0,4.05278714634933,13.5212689605559,2.5113916998739,5.65605666571822
MPPED1,2.69112981047109,1.0,8.01874458291445,1.0,7.8177015001809,2.98742258903824,1.29496776596412,1.0,1.0,2.24743650731374,1.0,1.06416183449319,1.0,1.0,1.0,1.31269152850016,1.0,21.6437218394862,5.19072305196415,1.05726303870232,1.68647463515833,3.02715050552179,10.8909367353243,1.0,7.05273110606785,2.63147493193195,1.0,1.0,1.0,1.09079524899502,1.0,1.0,4.6037953846441,1.0,6.94849962603835,1.0,10.7965651975971,1.0,1.0,4.04880954644497,1.0,1.0,6.91960100737444,1.0,1.0,1.69494553947873,1.0,1.0,1.94602219214843,2.26009217634523,1.0,1.0,8.38933931874173,1.0,2.02639357317467,1.35212689605559,1.67426113324927,2.82802833285911
EFCAB6-AS1,1.0,1.0,6.41499566633156,1.0,2.23362900005168,1.49371129451912,1.29496776596412,1.0,1.0,1.0,1.75641318913566,1.0,1.0,1.0,1.0,1.0,1.0,12.6255044063669,1.0,1.0,1.0,1.0,1.0,1.0,4.23163866364071,1.0,1.0,1.0,3.9276658785996,1.0,1.0,1.0,3.45284653848307,1.0,2.77939985041534,1.0,5.99809177644283,1.0,1.53655084454443,4.04880954644497,1.0,1.0,2.76784040294978,1.0,1.51667710349802,1.12996369298582,1.0,1.0,1.0,1.0,1.0,1.0,2.79644643958058,1.0,1.0,2.70425379211118,1.0,1.0
EFCAB6,4.70947716832441,3.28986718306358,16.0374891658289,8.42314454806114,16.7522175003876,10.4559790616338,3.88490329789237,1.0,2.78727502562439,2.24743650731374,10.538479134814,3.19248550347958,1.0,6.87978296369955,3.53986105097385,1.75025537133354,5.62086892551713,73.9493829515778,13.3475735621935,8.4581043096186,1.68647463515833,3.02715050552179,13.6136709191554,4.05740387619158,12.6949159909221,6.31553983663667,9.83750470177403,5.92477450105578,11.7829976357988,3.27238574698507,2.53983974178685,5.40554853283098,13.8113861539323,2.81835708953014,29.1836984293611,8.64857621199735,19.1938936846171,1.64324856739526,4.60965253363328,8.09761909288994,1.0,3.60857236251248,24.910563626548,1.0,1.0,6.77978215791492,2.64195883790918,1.0165463075623,8.75709986466793,3.39013826451785,2.6810558170792,3.85576338595607,22.3715715166446,7.6536927106841,9.45650334148178,6.76063448027796,2.92995698318622,2.82802833285911
